,ProjectID,ProjectTitle,ProjectDescription,TotalCost,CountyNames,CT_Codes,ProjectStatusCodes,City,CityCode,County,CountyCode,Lon_Centroid,Lat_Centroid
162,'LSR-0420-1180,Access Modifications - Streets & Sidewalks,"This project will include: ADA Curb Ramp Installation (New),Sidewalk and/or Crosswalk Rehab/Repair (Existing),ADA Curb Ramp Rehab/Repair (Existing) | Implement the City's American with Disabilities Act (ADA) Transition Plan, adopted by City Council in 2009 to remove physical barriers along the street right-of-way including at intersections and mid-block.",35000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
163,'LSR-0419-0395,"Street Light, Traffic Signal & Street Sign Replacement and Upgrades","This project will include: Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety) | Replacement, repair and upgrades of street light equipment, traffic signal equipment and street signs",54194.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
164,'LSR-0419-0394,Street Light & Traffic Signal Maintenance,"This project will include: Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety) | Street light and traffic signal on-going maintenance",31800.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
165,'LSR-0419-0393,Sidewalk & Street Sign Maintenance,"This project will include: Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety) | Traffic sign replacement, specifically street name signs",3217.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
166,'0421000178,"El Dorado Street, Gladys Avenue, B Street Pavement, Curb, Gutter, Signing, Marking Improvements","In the City of El Cerrito -  On El Dorado Street from San Pablo Avenue ( HWY-123)  to Carlson Boulevard, and on Gladys Ave from Lexington Avenue to Richmond Street, and on B Street from Behrens Street to Ashbury Avenue, rehabilitate street pavement, repair deteriorated curb and gutter, enhance curb ramps, install traffic signing, and pavement markings, and make minor utility adjustments to grade. The Project will improve approximately 0.4-mile-long of local residential streets.",500000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
167,'0419000336,Central Avenue and Carlson Boulevard Pavement Rehabilitation Project,"In the CIty of El Cerrito, Contra Costa County, on Central Avenue from Santa Clara Avenue to San Pablo Avenue and on Carlson Boulevard from Central Avenue to the northern city limits - Rehabilitate pavement using overlay and inlay treatments; install traffic signing, pavement markings and signs including a striped Class II bike lane on one block of Central (Carlson to San Pablo); replace vehicle signal loop detection; and make minor utility adjustments to grade.",909000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
168,'0419000253,Eureka Avenue and Lexington Avenue Street Improvements,"In the City of El Cerrito, Contra Costa County, on Eureka Avenue from Kearney Street to Liberty Street and Lexington Avenue from Eureka Avenue to one block north - Rehabilitate pavement; reconstruct sections of sidewalk, curb, and gutter and storm drain facilities; install new and modified curb ramps. install new traffic signing and pavement markings; and remove and replace several street trees as necessary to address deficiencies in sidewalk.",610000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
169,'LSR-0422-5533,SOUTH MAIN REHABILITATION PROJECT,"This project will include: ADA Curb Ramp Rehab/Repair (Existing),Pavement Rehab/Repair (Existing),Preliminary Design,Paving and/or Striping Installation (New Safety) | The 2023 South Main Street Rehabilitation Project will repave South Main Street from Newell Avenue to Creekside Drive.  This section of roadway was last repaved in 1989 and has a PCI rating of 58.",220700.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
170,'LSR-0422-5532,2021 Cape Seal Project,"This project will include: ADA Curb Ramp Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety) | The 2021 Cape Seal Project will resurface 18 residential streets located within the Rudgear Estates and Joaquin Heights neighborhoods and Youngs Ct.  These streets were last resurfaced between 2009 and 2010, and has a PCI rating ranging from 60 to 70.  The project will perform required ADA upgrades within the project area.",556137.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
171,'LSR-0422-5531,2021 OBAG2 YGNACIO VALLEY ROAD REHABILITATION PROJECT,"This project will include: Document Preparation,ADA Curb Ramp Rehab/Repair (Existing),Pavement Rehab/Repair (Existing),Sidewalk and/or Crosswalk Rehab/Repair (Existing),Preliminary Design | This project will include: The 2021 OBAG2 Ygnacio Valley Road Rehabilitation Project will repave Ygnacio Valley Road from Civic Drive to San Carlos Drive. This section of Ygnacio Valley Road was last repaved in 1989 and has a PCI rating of 70. The project will perform required ADA upgrades and traffic signal upgrades as needed. The roadway area to be repaved on Ygnacio Valley Road is estimated to be 575,000 S.F.",2299732.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
172,'LSR-0422-5529,2021 OBAG2 YGNACIO VALLEY ROAD REHABILITATION PROJECT,"This project will include: Document Preparation,ADA Curb Ramp Rehab/Repair (Existing),Pavement Rehab/Repair (Existing),Sidewalk and/or Crosswalk Rehab/Repair (Existing),Preliminary Design | This project will include: The 2021 OBAG2 Ygnacio Valley Road Rehabilitation Project will repave Ygnacio Valley Road from Civic Drive to San Carlos Drive. This section of Ygnacio Valley Road was last repaved in 1989 and has a PCI rating of 70. The project will perform required ADA upgrades and traffic signal upgrades as needed. The roadway area to be repaved on Ygnacio Valley Road is estimated to be 575,000 S.F.",127440.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
173,'LSR-0421-2758,2020 ROADWAY REHABILITATION,"This project will include: ADA Curb Ramp Rehab/Repair (Existing),Pavement Rehab/Repair (Existing),Bicycle Lane (New),ADA Curb Ramp Installation (New)",2089360.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
174,'LSR-0420-1542,2019 OBAG NORTH MAIN STREET REHABILITATION PROJECT,"This project will include: ADA Curb Ramp Rehab/Repair (Existing),Pavement Rehab/Repair (Existing) | The 2019 OBAG North Main Street project will repave North Main Street from Interstate 680 to California Boulevard.  This  section of North Main Street was last repaved in 1982 and has a PCI rating of 69.  The project will perform required ADA upgrades and traffic signal upgrades as needed.  The roadway area to be repaved is estimated to be 127,000 S.F.  Construction began on July 29, 2019.",1114534.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
175,'LSR-0419-0691,2018 Oak Grove Road Rehabilitation,"This project will include: Pavement Rehab/Repair (Existing),Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety),ADA Curb Ramp Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety),Bicycle Lane (New),ADA Curb Ramp Installation (New) | The 2018 Oak Grove Rehabilitation project will repave Oak Grove Road from Ygancio Valley Road to Cedro Lane, and Oak Grove Road from Mitchell Drive to the City Limits.  These sections were last repaved between 1982 and 1990 and has a PCI average rating of 59.  The project will perform required ADA upgrades and traffic signal upgrades as needed.The roadway area to be repaved is estimated to be 275,000 S.F.  This project will be funded by RMRA & Measure J/ Gas Tax Funds.",1289130.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
176,'LSR-0422-5040,Castro Ranch Road,"This project will include: Paving and/or Striping Rehab/Repair (Existing Safety),ADA Curb Ramp Rehab/Repair (Existing),Sidewalk and/or Crosswalk Installation (New),ADA Curb Ramp Installation (New),Bicycle Lane (New),Storm Drain and/or Culvert Rehab/Repair (Existing),Pavement Rehab/Repair (Existing),Sidewalk and/or Crosswalk Rehab/Repair (Existing) | Pavement Rehabilitation | The City of Richmond's FY 2017-2018 SB 1 funds were not expended during FY 2017-2018; the FY 2017-2018 SB 1 funds were rolled over to the current fiscal year.",1700000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
177,'LSR-0422-5039,Pavement Rehab Project Marina Way,"This project will include: Sidewalk and/or Crosswalk Rehab/Repair (Existing),Pavement Rehab/Repair (Existing),Bicycle Lane Rehab/Repair (Existing)",3000000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
178,'LSR-0422-5038,Richmond Parkway,This project will include: Paving and/or Striping Rehab/Repair (Existing Safety),5000000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
179,'LSR-0422-5037,Cutting-Hoffman Bikeways,"This project will include: Bicycle Lane Rehab/Repair (Existing),Sidewalk and/or Crosswalk Rehab/Repair (Existing),Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety),Paving and/or Striping Rehab/Repair (Existing Safety)",100000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
180,'LSR-0422-5036,37th Street,"This project will include: Paving and/or Striping Rehab/Repair (Existing Safety),ADA Curb Ramp Rehab/Repair (Existing),Sidewalk and/or Crosswalk Rehab/Repair (Existing),Bicycle Lane (New),ADA Curb Ramp Installation (New) | Project was originally reported as 1, but then split into numerous projects/locations.",803017.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
181,'LSR-0422-5035,Castro Ranch Road,"This project will include: Paving and/or Striping Rehab/Repair (Existing Safety),ADA Curb Ramp Rehab/Repair (Existing),Sidewalk and/or Crosswalk Installation (New),ADA Curb Ramp Installation (New),Bicycle Lane (New),Storm Drain and/or Culvert Rehab/Repair (Existing),Pavement Rehab/Repair (Existing),Sidewalk and/or Crosswalk Rehab/Repair (Existing) | Pavement Rehabilitation | The City of Richmond's FY 2017-2018 SB 1 funds were not expended during FY 2017-2018; the FY 2017-2018 SB 1 funds were rolled over to the current fiscal year.",1500000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
182,'LSR-0419-0598,Richmond Parkway Project,This project will include: Pavement Rehab/Repair (Existing),858108.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
183,'LSR-0419-0597,Pavement Rehabilitation Project,This project will include: Pavement Rehab/Repair (Existing) | Pavement rehabilitation of Central Avenue from east of highway 580 to east of highway 80.,700000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
184,'LSR-0419-0596,2018 Pavement Rehabilitation Project,This project will include: Pavement Rehab/Repair (Existing),4000000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
185,'LSR-0419-0595,Harbour Way South Project,"This project will include: Bicycle Lane (New),Pavement Rehab/Repair (Existing)",428691.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
186,'LSR-0419-0594,Tewksbury Avenue Project,This project will include: Pavement Rehab/Repair (Existing),158319.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
187,'LSR-0422-3856,Pavement Maintenance Zone 4,"This project will include: ADA Curb Ramp Rehab/Repair (Existing),Pavement Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety)",2831620.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
188,'LSR-0422-3855,Pavement Maintenance Zone 3,"This project will include: Document Preparation,Cost Estimating,Environmental Study/Documents,Project Scope Development",3670000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
189,'LSR-0421-2267,Oak Grove Road Pavement Rehabilitation,"This project will include: Pavement Improvement (New),Right of Way Acquisition,Cost Estimating,Document Preparation | This project will extend the recently completed pavement rehabilitation work on Oak Grove Road from Whitman Road to Treat Boulevard, likely using cold-in-place recycling, similar to the previous phase, whereby a portion of the existing roadway asphalt is removed, treated with an asphalt recycling agent, compacted in place and then covered with a new asphalt surface layer.  Work will also include the installation/upgrade of curb ramps at intersections, minor concrete repairs, replacement of traffic signal loops, adjustment of pedestrian push buttons to meet accessibility standards, and restriping the roadway.",2718946.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
190,'LSR-0421-2266,Oak Grove Road Pavement Rehabilitation,"This project will include: Pavement Improvement (New),Right of Way Acquisition,Cost Estimating,Document Preparation | This project will extend the recently completed pavement rehabilitation work on Oak Grove Road from Whitman Road to Treat Boulevard, likely using cold-in-place recycling, similar to the previous phase, whereby a portion of the existing roadway asphalt is removed, treated with an asphalt recycling agent, compacted in place and then covered with a new asphalt surface layer.  Work will also include the installation/upgrade of curb ramps at intersections, minor concrete repairs, replacement of traffic signal loops, adjustment of pedestrian push buttons to meet accessibility standards, and restriping the roadway.",186938.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
191,'LSR-0421-2265,Diamond Boulevard Pavement Rehabilitation,"This project will include: Paving and/or Striping Rehab/Repair (Existing Safety),ADA Curb Ramp Rehab/Repair (Existing),Pavement Rehab/Repair (Existing),Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety) | This project will include base repairs and resurfacing of Diamond Boulevard from Willow Pass Road to the bridge over Walnut Creek and include the upgrade/replacement of accessible ramps on the north side of the intersection and at driveways, minor curb and gutter repairs, traffic signal loop replacement, and restriping the roadway.",585000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
192,'LSR-0420-1142,Citywide Arterial & Collector Maintenance Project,"This project will include: Storm Drain and/or Culvert Rehab/Repair (Existing),Pavement Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety)",2492000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
193,'LSR-0420-1141,Citywide Pothole and Base Repair Project,"This project will include: Pavement Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety)",1355000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
194,'LSR-0420-1140,Diamond Boulevard Pavement Rehabilitation,"This project will include: Paving and/or Striping Rehab/Repair (Existing Safety),ADA Curb Ramp Rehab/Repair (Existing),Pavement Rehab/Repair (Existing),Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety) | This project will include base repairs and resurfacing of Diamond Boulevard from Willow Pass Road to the bridge over Walnut Creek and include the upgrade/replacement of accessible ramps on the north side of the intersection and at driveways, minor curb and gutter repairs, traffic signal loop replacement, and restriping the roadway.",585000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
195,'LSR-0419-0371,Diamond Boulevard Pavement Rehabilitation,"This project will include: Paving and/or Striping Rehab/Repair (Existing Safety),ADA Curb Ramp Rehab/Repair (Existing),Pavement Rehab/Repair (Existing),Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety) | This project will include base repairs and resurfacing of Diamond Boulevard from Willow Pass Road to the bridge over Walnut Creek and include the upgrade/replacement of accessible ramps on the north side of the intersection and at driveways, minor curb and gutter repairs, traffic signal loop replacement, and restriping the roadway.",50000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
196,'LSR-0422-4941,Stoneman Avenue Safety Improvement Project,This project will include: Pavement Rehab/Repair (Existing),1180000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
197,'LSR-0422-4939,Traffic Signal Improvement Projects,This project will include: Document Preparation,1110000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
198,'LSR-0422-4938,STP/OBAG II Pavement Improvement Project,"This project will include: Preliminary Design,Document Preparation",4763000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
199,'LSR-0422-4937,2019/20 Traffic Signal Modification,This project will include: Repair and Servicing of Public Works Equipment,135000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
200,'LSR-0422-4936,FY 21/22 Traffic Signal Modification,"This project will include: Procurement of Public Works Systems/Databases,Repair and Servicing of Public Works Systems/Databases,Repair and Servicing of Public Works Equipment",100000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
201,'LSR-0422-4935,Crestview Drive Pavement and Pedestrian Improvement Project,This project will include: Preliminary Design,650000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
202,'LSR-0422-4933,19/20 Street Maintenance Project,"This project will include: Pavement Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety)",849973.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
203,'LSR-0422-4932,18/19 Traffic Signal Modifications,This project will include: Repair and Servicing of Public Works Systems/Databases,127330.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
204,'LSR-0422-4931,2019/20 Street Maintenance Project,This project will include: Pavement Rehab/Repair (Existing),849973.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
205,'LSR-0422-4930,SB-1 2019/20 Pavement Management Project,"This project will include: ADA Curb Ramp Rehab/Repair (Existing),Pavement Rehab/Repair (Existing),ADA Curb Ramp Installation (New),Paving and/or Striping Rehab/Repair (Existing Safety)",1877453.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
206,'LSR-0421-2585,SB-1 2020/21 Pavement Management Project,This project will include: Pavement Rehab/Repair (Existing),327553.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
207,'LSR-0421-2584,Railroad Avenue Striping Project,This project will include: Paving and/or Striping Rehab/Repair (Existing Safety),46552.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
208,'LSR-0421-2583,Citywide Pavement Striping,This project will include: Installation or replacement of striping on streets as determined by Staff,49524.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
209,'LSR-0420-1384,W. Leland Road Pavement Management,"This project will include: ADA Curb Ramp Rehab/Repair (Existing),Pavement Rehab/Repair (Existing)",1316084.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
210,'LSR-0419-0572,Traffic Signal Modification,"This project will include: Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety) | Modifications to traffic signal timing and modernization of traffic control equipment",86847.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
211,'LSR-0418-0113,Traffic Signal Modification,"This project will include: Modifications to traffic signal timing on W. Leland Road from Harbor Street to San Marco Boulevard. Replaced battery backup system on traffic signals at W. Leland Road & Crestview Drive, Bailey Road & W. Leland Road. Installed GPS antenna at W. Leland Road & San Marco Boulevard, W. Leland Road & Alves Ranch Road, W.Leland Road & Woodhill Drive, W. Leland Road & Burton Avenue, W. Leland Road & Oak Hills Drive, and E. Leland Road & Harbor Street. Also modified or replaced equipment at various other locations throughout the City.",134021.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
212,'LSR-0418-0112,2017/18 Citywide Pavement Management Project,This project will include: Patch paving on Jacqueline  Drive and on 3rd Street.,88147.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
213,'LSR-0422-4200,2020 Annual Street Rehabilitation Project,"This project will include: Pavement Rehab/Repair (Existing),ADA Curb Ramp Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety)",720781.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
214,'LSR-0420-1239,2019 Annual Street Rehabilitation Project,"This project will include: Pavement Rehab/Repair (Existing),ADA Curb Ramp Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety)",601589.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
215,'LSR-0419-0450,2018 Pavement Maintenance Project,This project will include: Pavement Rehab/Repair (Existing),971070.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
216,'LSR-0418-0065,Annual Street Maintenance Project,"This project will include: Asphalt base repair, crack sealing, slurry sealing, striping",694325.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
217,'LSR-0422-3557,L St Improvements,"This project will include: Environmental Study/Documents,Preliminary Design,Cost Estimating,Document Preparation,Right of Way,Bicycle Lane (New),Pavement Improvement (New),Feasibility Study,ADA Curb Ramp Installation (New),Paving and/or Striping Rehab/Repair (Existing Safety),Sidewalk and/or Crosswalk Rehab/Repair (Existing),Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety),Pavement Rehab/Repair (Existing),Right of Way Acquisition,Paving and/or Striping Installation (New Safety)",1250000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
218,'LSR-0422-3555,FY22 Admin Expenses,This project will include: Admin Expenses for FY22,4657.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
219,'LSR-0422-3554,Pavement Plugs and Leveling Courses 2021,"This project will include: Paving and/or Striping Rehab/Repair (Existing Safety),Pavement Rehab/Repair (Existing)",1891399.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
220,'LSR-0422-3553,Roadway Pavement Rehabilitation at Various Locations,"This project will include: Pavement Rehab/Repair (Existing),ADA Curb Ramp Rehab/Repair (Existing),ADA Curb Ramp Installation (New),Bicycle Lane (New),Paving and/or Striping Rehab/Repair (Existing Safety),Sidewalk and/or Crosswalk Rehab/Repair (Existing),Paving and/or Striping Installation (New Safety)",3251310.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
221,'LSR-0421-2170,Roadway Pavement Rehabilitation at Various Locations,"This project will include: Pavement Rehab/Repair (Existing),ADA Curb Ramp Rehab/Repair (Existing),ADA Curb Ramp Installation (New),Bicycle Lane (New),Paving and/or Striping Rehab/Repair (Existing Safety),Sidewalk and/or Crosswalk Rehab/Repair (Existing),Paving and/or Striping Installation (New Safety)",3463314.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
222,'LSR-0420-1066,2020 Pedestrian ADA Improvements,"This project will include: Pavement Rehab/Repair (Existing),Paving and/or Striping Rehab/Repair (Existing Safety),ADA Curb Ramp Rehab/Repair (Existing),ADA Curb Ramp Installation (New) | rubberized cape seal roadway",1268994.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
223,'LSR-0419-0304,Lone Tree Way and Golf Course Road Resurfacing,"This project will include: Pavement Rehab/Repair (Existing),Traffic Signals, Lights, and/or Signage Installation (New Safety),Paving and/or Striping Rehab/Repair (Existing Safety),Paving and/or Striping Installation (New Safety)",2334923.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
224,'LSR-0422-4615,Three Cities Pavement Preservation Project,This project will include: Pavement Rehab/Repair (Existing) | 2-inch HMA inlay; Improvements on Morello Ave are part of the larger project Three Cities Pavement Project C1068,6355040.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
225,'LSR-0421-2482,2019 Downtown Arterial Paving Project,"This project will include: Cost Estimating,Preliminary Design,Document Preparation,Environmental Study/Documents,Pavement Rehab/Repair (Existing),ADA Curb Ramp Rehab/Repair (Existing),Bicycle Lane (New),ADA Curb Ramp Installation (New),Bicycle Lane Rehab/Repair (Existing),Sidewalk and/or Crosswalk Rehab/Repair (Existing),Storm Drain and/or Culvert Rehab/Repair (Existing),Traffic Signals, Lights, and/or Signage Installation (New Safety),Project Scope Development",1339224.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
226,'LSR-0421-2481,2019 Downtown Arterial Paving Project,"This project will include: Cost Estimating,Preliminary Design,Document Preparation,Environmental Study/Documents,Pavement Rehab/Repair (Existing),ADA Curb Ramp Rehab/Repair (Existing),Bicycle Lane (New),ADA Curb Ramp Installation (New),Bicycle Lane Rehab/Repair (Existing),Sidewalk and/or Crosswalk Rehab/Repair (Existing),Storm Drain and/or Culvert Rehab/Repair (Existing),Traffic Signals, Lights, and/or Signage Installation (New Safety),Project Scope Development",101406.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
227,'0423000043,Morello Avenue Sidewalk Gap Closure,"The Morello Avenue sidewalk gap closure will address gaps of concrete sidewalk on the east side of Morello Avenue, south of Village Oaks Drive; and the east side of Morello Avenue, north of Arnold Drive. Improvements will also new curb and gutter, and a new ADA curb ramp at the southeast corner of Morello Avenue/Village Oaks Drive.",200000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
228,'0420000295,Arnold Drive Sidewalk Gap Closure Project,City of Martinez at Arnold Drive west of Milano Way and Arnold Drive west of Fig Tree Lane. Excavate and install sidewalks and driveway ramps.,200000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
229,'0419000422,2019 Supplemental Downtown Arterial Paving Project,Project limits: Berrellesa Street from Marina Vista to Jones Street. Scope of work: Base failure repair and cape seal (entire width of street) and new striping.,460000.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
230,'TEMP-SGR-2023-0070-025,Maintenance Facility Parking Lot Repair,ECCTA needs to replace a section of the maintenance parking lot that has been eroded over the years by excess water from the buses coming out of the bus wash.,65141.0,Contra Costa,|04|,|Planned|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
231,'TEMP-SGR-2022-0070-020,ECCTA Parking Lot Repairs,ECCTA needs to do a slurry seal of the asphalt of the employee and guest parking lots of the administrative building. The parking lot is over 25 years old and has only had minor repairs performed since 2004.,63244.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
232,'2021-0070-003,Maintenance Software Replacement,ECCTA will be using SGR funds to replace outdated maintenance software. Our current software was purchased in 2008 and has a useful life of 5 years meaning that this software is 7 years beyond its useful life.,122831.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
233,'2020-0070-002,Maintenance Facility HVAC Unit Replacement,ECCTA needs to replace two HVAC units on the older section of the maintenance facility. The existing units are over 30 years old and are well beyond their useful life.,129817.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
234,'2018-0070-001,Replacement of Damaged or Missing Bus Shelters,"We have had many bus shelters damaged out in the field mostly from automobile accidents.  And, we are aware of some missing shelters.  We want to use these funds to aquire four or five shelters to install.",218479.0,Contra Costa,|04|,|Completed|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
235,'0421000381,Drainage - HM251,Repair/Replace Culverts,256000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
236,'0421000093,Drainage - HM251,Repair/Replace Culverts,200000.0,Contra Costa,|04|,|InProgress|,Richmond,RCH,Contra Costa,CC,-122.383056,37.93875909
